externalId,name,symbol,longName,quantity,multiplier,offset,source,sourceReference
aeric_heat_flow_rate:ft-lb_f-per-ft2-sec,FT-LB_F-PER-FT2-SEC,ft⋅lbf/ft²s,Foot Pound Force per Square Foot Second,Aeric Heat Flow Rate,14.5939042,None,qudt.org,http://qudt.org/vocab/unit/FT-LB_F-PER-FT2-SEC
aeric_heat_flow_rate:j-per-centim2-day,J-PER-CentiM2-DAY,J/(cm²⋅day),Joules per square centimetre per day,Aeric Heat Flow Rate,0.1157407407,None,qudt.org,http://qudt.org/vocab/unit/J-PER-CentiM2-DAY
aeric_heat_flow_rate:kilocal-per-centim2-min,KiloCAL-PER-CentiM2-MIN,kcal/(cm²⋅min),Kilocalorie per Square Centimetre Minute,Aeric Heat Flow Rate,6.97E-05,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-CentiM2-MIN
aeric_heat_flow_rate:kilocal-per-centim2-sec,KiloCAL-PER-CentiM2-SEC,kcal/(cm²⋅s),Kilocalorie per Square Centimetre Second,Aeric Heat Flow Rate,4.18E-07,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-CentiM2-SEC
aeric_heat_flow_rate:microw-per-m2,MicroW-PER-M2,µW/m²,Microwatt Per Square Metre,Aeric Heat Flow Rate,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroW-PER-M2
aeric_heat_flow_rate:milliw-per-m2,MilliW-PER-M2,mW/m²,Milliwatt Per Square Metre,Aeric Heat Flow Rate,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliW-PER-M2
aeric_heat_flow_rate:picow-per-m2,PicoW-PER-M2,pW/m²,Picowatt Per Square Metre,Aeric Heat Flow Rate,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoW-PER-M2
aeric_heat_flow_rate:psi-l-per-sec,PSI-L-PER-SEC,psi⋅L³/s,Psi Litre Per Second,Aeric Heat Flow Rate,6.894757,None,qudt.org,http://qudt.org/vocab/unit/PSI-L-PER-SEC
aeric_heat_flow_rate:w-per-centim2,W-PER-CentiM2,W/cm²,Watt per Square Centimetre,Aeric Heat Flow Rate,10000,None,qudt.org,http://qudt.org/vocab/unit/W-PER-CentiM2
aeric_heat_flow_rate:w-per-ft2,W-PER-FT2,W/ft²,Watt per Square Foot,Aeric Heat Flow Rate,10.7639104,None,qudt.org,http://qudt.org/vocab/unit/W-PER-FT2
aeric_heat_flow_rate:w-per-in2,W-PER-IN2,W/in²,Watt per Square Inch,Aeric Heat Flow Rate,1550.0031,None,qudt.org,http://qudt.org/vocab/unit/W-PER-IN2
aeric_heat_flow_rate:w-per-m2,W-PER-M2,W/m²,watt per square metre,Aeric Heat Flow Rate,1,None,qudt.org,http://qudt.org/vocab/unit/W-PER-M2
alpha_disintegration_energy:attoj,AttoJ,aJ,Attojoule,Alpha Disintegration Energy,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/AttoJ
alpha_disintegration_energy:btu_it,BTU_IT,Btu{IT},British Thermal Unit (International Definition),Alpha Disintegration Energy,1055.055853,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT
alpha_disintegration_energy:btu_th,BTU_TH,Btu{th},British Thermal Unit (Thermochemical Definition),Alpha Disintegration Energy,1054.350265,None,qudt.org,http://qudt.org/vocab/unit/BTU_TH
alpha_disintegration_energy:ev,EV,eV,Electron Volt,Alpha Disintegration Energy,1.60E-19,None,qudt.org,http://qudt.org/vocab/unit/EV
alpha_disintegration_energy:erg,ERG,erg,Erg,Alpha Disintegration Energy,1.00E-07,None,qudt.org,http://qudt.org/vocab/unit/ERG
alpha_disintegration_energy:exaj,ExaJ,EJ,Exajoule,Alpha Disintegration Energy,1.00E+18,None,qudt.org,http://qudt.org/vocab/unit/ExaJ
alpha_disintegration_energy:femtoj,FemtoJ,fJ,Femtojoule,Alpha Disintegration Energy,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FemtoJ
alpha_disintegration_energy:ft-lb_f,FT-LB_F,ft⋅lbf,Foot Pound Force,Alpha Disintegration Energy,1.35581807,None,qudt.org,http://qudt.org/vocab/unit/FT-LB_F
alpha_disintegration_energy:ft-pdl,FT-PDL,ft⋅pdl,Foot Poundal,Alpha Disintegration Energy,0.04214011009,None,qudt.org,http://qudt.org/vocab/unit/FT-PDL
alpha_disintegration_energy:gigaev,GigaEV,GeV,Giga Electron Volt,Alpha Disintegration Energy,1.60E-10,None,qudt.org,http://qudt.org/vocab/unit/GigaEV
alpha_disintegration_energy:gigaj,GigaJ,GJ,Gigajoule,Alpha Disintegration Energy,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaJ
alpha_disintegration_energy:gigaw-hr,GigaW-HR,GW⋅hr,Gigawatt Hour,Alpha Disintegration Energy,3600000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaW-HR
alpha_disintegration_energy:e_h,E_h,Ha,Hartree,Alpha Disintegration Energy,4.36E-18,None,qudt.org,http://qudt.org/vocab/unit/E_h
alpha_disintegration_energy:cal_it,CAL_IT,cal{IT},International Table calorie,Alpha Disintegration Energy,4.1868,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT
alpha_disintegration_energy:kilobtu_it,KiloBTU_IT,kBtu{IT},Kilo British Thermal Unit (International Definition),Alpha Disintegration Energy,105505.5853,None,qudt.org,http://qudt.org/vocab/unit/KiloBTU_IT
alpha_disintegration_energy:kilobtu_th,KiloBTU_TH,kBtu{th},Kilo British Thermal Unit (Thermochemical Definition),Alpha Disintegration Energy,1054350.265,None,qudt.org,http://qudt.org/vocab/unit/KiloBTU_TH
alpha_disintegration_energy:kiloev,KiloEV,keV,Kilo Electron Volt,Alpha Disintegration Energy,1.60E-16,None,qudt.org,http://qudt.org/vocab/unit/KiloEV
alpha_disintegration_energy:kilocal,KiloCAL,kcal,Kilocalorie,Alpha Disintegration Energy,4184,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL
alpha_disintegration_energy:kiloj,KiloJ,kJ,Kilojoule,Alpha Disintegration Energy,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloJ
alpha_disintegration_energy:kilov-a-hr,KiloV-A-HR,kV⋅A/hr,Kilovolt Ampere Hour,Alpha Disintegration Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloV-A-HR
alpha_disintegration_energy:kilov-a_reactive-hr,KiloV-A_Reactive-HR,kV⋅A{Reactive}⋅hr,Kilovolt Ampere Reactive Hour,Alpha Disintegration Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloV-A_Reactive-HR
alpha_disintegration_energy:kilow-hr,KiloW-HR,kW⋅h,Kilowatthour,Alpha Disintegration Energy,3600000,None,qudt.org,http://qudt.org/vocab/unit/KiloW-HR
alpha_disintegration_energy:megaev,MegaEV,MeV,Mega Electron Volt,Alpha Disintegration Energy,1.60E-13,None,qudt.org,http://qudt.org/vocab/unit/MegaEV
alpha_disintegration_energy:megaj,MegaJ,MJ,Megajoule,Alpha Disintegration Energy,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaJ
alpha_disintegration_energy:megatoe,MegaTOE,megatoe,Megaton of Oil Equivalent,Alpha Disintegration Energy,4.19E+16,None,qudt.org,http://qudt.org/vocab/unit/MegaTOE
alpha_disintegration_energy:megav-a-hr,MegaV-A-HR,MV⋅A⋅hr,Megavolt Ampere Hour,Alpha Disintegration Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV-A-HR
alpha_disintegration_energy:megav-a_reactive-hr,MegaV-A_Reactive-HR,MV⋅A{Reactive}⋅hr,Megavolt Ampere Reactive Hour,Alpha Disintegration Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaV-A_Reactive-HR
alpha_disintegration_energy:megaw-hr,MegaW-HR,MW⋅hr,Megawatt Hour,Alpha Disintegration Energy,3600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaW-HR
alpha_disintegration_energy:microj,MicroJ,µJ,Micro Joule,Alpha Disintegration Energy,1.00E-06,0,qudt.org,http://qudt.org/vocab/unit/MicroJ
alpha_disintegration_energy:millij,MilliJ,mJ,Millijoule,Alpha Disintegration Energy,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliJ
alpha_disintegration_energy:petaj,PetaJ,PJ,Petajoule,Alpha Disintegration Energy,1E+15,None,qudt.org,http://qudt.org/vocab/unit/PetaJ
alpha_disintegration_energy:quad,QUAD,quad,Quad,Alpha Disintegration Energy,1.06E+18,None,qudt.org,http://qudt.org/vocab/unit/QUAD
alpha_disintegration_energy:thm_eec,THM_EEC,thm{EEC},THM_EEC,Alpha Disintegration Energy,None,None,qudt.org,http://qudt.org/vocab/unit/THM_EEC
alpha_disintegration_energy:teraj,TeraJ,TJ,Terajoule,Alpha Disintegration Energy,1000000000000,None,qudt.org,http://qudt.org/vocab/unit/TeraJ
alpha_disintegration_energy:teraw-hr,TeraW-HR,TW⋅hr,Terawatt Hour,Alpha Disintegration Energy,3.6E+15,None,qudt.org,http://qudt.org/vocab/unit/TeraW-HR
alpha_disintegration_energy:thm_us,THM_US,thm{US},Therm US,Alpha Disintegration Energy,105480400,None,qudt.org,http://qudt.org/vocab/unit/THM_US
alpha_disintegration_energy:cal_th,CAL_TH,cal,Thermochemical Calorie,Alpha Disintegration Energy,4.184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH
alpha_disintegration_energy:tonenergy,TonEnergy,t/lbf,Ton Energy,Alpha Disintegration Energy,4184000000,None,qudt.org,http://qudt.org/vocab/unit/TonEnergy
alpha_disintegration_energy:toe,TOE,toe,Ton of Oil Equivalent,Alpha Disintegration Energy,41868000000,None,qudt.org,http://qudt.org/vocab/unit/TOE
alpha_disintegration_energy:v-a-hr,V-A-HR,V⋅A⋅hr,Volt Ampere Hour,Alpha Disintegration Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/V-A-HR
alpha_disintegration_energy:v-a_reactive-hr,V-A_Reactive-HR,V⋅A{reactive}⋅hr,Volt Ampere Reactive Hour,Alpha Disintegration Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/V-A_Reactive-HR
alpha_disintegration_energy:w-sec,W-SEC,W⋅s,Watt Second,Alpha Disintegration Energy,1,None,qudt.org,http://qudt.org/vocab/unit/W-SEC
alpha_disintegration_energy:w-hr,W-HR,W⋅hr,Watthour,Alpha Disintegration Energy,3600,None,qudt.org,http://qudt.org/vocab/unit/W-HR
alpha_disintegration_energy:j,J,J,joule,Alpha Disintegration Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J
altitude:angstrom,ANGSTROM,Å,Angstrom,Altitude,1.00E-10,None,qudt.org,http://qudt.org/vocab/unit/ANGSTROM
altitude:btu_it-per-lb_f,BTU_IT-PER-LB_F,Btu{IT}/lbf,British Thermal Unit (international Table) Per Pound of Force,Altitude,237.1859706,None,qudt.org,http://qudt.org/vocab/unit/BTU_IT-PER-LB_F
altitude:centim,CentiM,cm,Centimetre,Altitude,0.01,None,qudt.org,http://qudt.org/vocab/unit/CentiM
altitude:decam,DecaM,dam,Decametre,Altitude,10,None,qudt.org,http://qudt.org/vocab/unit/DecaM
altitude:decim,DeciM,dm,Decimetre,Altitude,0.1,None,qudt.org,http://qudt.org/vocab/unit/DeciM
altitude:fath,FATH,fathom,Fathom,Altitude,1.8288,None,qudt.org,http://qudt.org/vocab/unit/FATH
altitude:femtom,FemtoM,fm,Femtometre,Altitude,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FemtoM
altitude:ft,FT,ft,Foot,Altitude,0.3048,None,qudt.org,http://qudt.org/vocab/unit/FT
altitude:gauge_fr,GAUGE_FR,French gauge,French Gauge,Altitude,0.0003333333,None,qudt.org,http://qudt.org/vocab/unit/GAUGE_FR
altitude:fur,FUR,furlong,Furlong,Altitude,201.168,None,qudt.org,http://qudt.org/vocab/unit/FUR
altitude:hectom,HectoM,hm,Hectometre,Altitude,100,None,qudt.org,http://qudt.org/vocab/unit/HectoM
altitude:in,IN,in,Inch,Altitude,0.0254,None,qudt.org,http://qudt.org/vocab/unit/IN
altitude:mi,MI,mi,International Mile,Altitude,1609.344,None,qudt.org,http://qudt.org/vocab/unit/MI
altitude:kilom,KiloM,km,Kilometre,Altitude,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloM
altitude:ly,LY,ly,Light Year,Altitude,9.46073E+15,None,qudt.org,http://qudt.org/vocab/unit/LY
altitude:fur_long,FUR_Long,furlong{long},Long Furlong,Altitude,None,None,qudt.org,http://qudt.org/vocab/unit/FUR_Long
altitude:microin,MicroIN,µin,Microinch,Altitude,2.54E-08,None,qudt.org,http://qudt.org/vocab/unit/MicroIN
altitude:microm,MicroM,µm,Micrometre,Altitude,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroM
altitude:millength,MilLength,mil,Mil Length,Altitude,2.54E-05,None,qudt.org,http://qudt.org/vocab/unit/MilLength
altitude:mi_us,MI_US,mi{US},Mile US Statute,Altitude,1609.347,None,qudt.org,http://qudt.org/vocab/unit/MI_US
altitude:milliin,MilliIN,mil,Milli-inch,Altitude,2.54E-05,None,qudt.org,http://qudt.org/vocab/unit/MilliIN
altitude:millim,MilliM,mm,Millimetre,Altitude,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliM
altitude:nanom,NanoM,nM,Nanometre,Altitude,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/NanoM
altitude:mi_n,MI_N,nmi,Nautical Mile,Altitude,1852,None,qudt.org,http://qudt.org/vocab/unit/MI_N
altitude:parsec,PARSEC,pc,Parsec,Altitude,3.09E+16,None,qudt.org,http://qudt.org/vocab/unit/PARSEC
altitude:pca,PCA,pc,Pica,Altitude,0.0042333,None,qudt.org,http://qudt.org/vocab/unit/PCA
altitude:picom,PicoM,pM,Picometre,Altitude,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoM
altitude:pt,PT,pt,Point,Altitude,2.54E-05,None,qudt.org,http://qudt.org/vocab/unit/PT
altitude:rod,ROD,rod,Rod,Altitude,5.02921,None,qudt.org,http://qudt.org/vocab/unit/ROD
altitude:ft_us,FT_US,ft{US Survey},US Survey Foot,Altitude,0.3048006,None,qudt.org,http://qudt.org/vocab/unit/FT_US
altitude:yd,YD,yd,Yard,Altitude,0.9144,None,qudt.org,http://qudt.org/vocab/unit/YD
altitude:au,AU,AU,astronomical-unit,Altitude,149597870692,None,qudt.org,http://qudt.org/vocab/unit/AU
altitude:ch,CH,ch,chain,Altitude,20.1168,None,qudt.org,http://qudt.org/vocab/unit/CH
altitude:fm,FM,fm,fermi,Altitude,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FM
altitude:m,M,m,metre,Altitude,1,None,qudt.org,http://qudt.org/vocab/unit/M
ambient_pressure:bar,BAR,bar,Bar,Ambient Pressure,100000,None,qudt.org,http://qudt.org/vocab/unit/BAR
ambient_pressure:barad,BARAD,Ba,Barad,Ambient Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/BARAD
ambient_pressure:barye,BARYE,Ba,Barye,Ambient Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/BARYE
ambient_pressure:centibar,CentiBAR,cbar,Centibar,Ambient Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/CentiBAR
ambient_pressure:centim_hg,CentiM_HG,cmHg,Centimetre Of Mercury,Ambient Pressure,1333.224,None,qudt.org,http://qudt.org/vocab/unit/CentiM_HG
ambient_pressure:centim_h2o,CentiM_H2O,cmH₂0,Conventional Centimetre Of Water,Ambient Pressure,98.0665,None,qudt.org,http://qudt.org/vocab/unit/CentiM_H2O
ambient_pressure:millim_h2o,MilliM_H2O,mmH₂0,Conventional Millimetre Of Water,Ambient Pressure,9.80665,None,qudt.org,http://qudt.org/vocab/unit/MilliM_H2O
ambient_pressure:decapa,DecaPA,daPa,Decapascal,Ambient Pressure,10,None,qudt.org,http://qudt.org/vocab/unit/DecaPA
ambient_pressure:decibar,DeciBAR,dbar,Decibar,Ambient Pressure,10000,None,qudt.org,http://qudt.org/vocab/unit/DeciBAR
ambient_pressure:dyn-per-centim2,DYN-PER-CentiM2,dyn/cm²,Dyne per Square Centimetre,Ambient Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/DYN-PER-CentiM2
ambient_pressure:ft_hg,FT_HG,ftHg,Foot Of Mercury,Ambient Pressure,40636.66,None,qudt.org,http://qudt.org/vocab/unit/FT_HG
ambient_pressure:ft_h2o,FT_H2O,ftH₂0,Foot of Water,Ambient Pressure,2989.067,None,qudt.org,http://qudt.org/vocab/unit/FT_H2O
ambient_pressure:gigapa,GigaPA,GPa,Gigapascal,Ambient Pressure,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaPA
ambient_pressure:gm_f-per-centim2,GM_F-PER-CentiM2,gf/cm²,Gram Force Per Square Centimetre,Ambient Pressure,98.0665,None,qudt.org,http://qudt.org/vocab/unit/GM_F-PER-CentiM2
ambient_pressure:hectobar,HectoBAR,hbar,Hectobar,Ambient Pressure,10000000,None,qudt.org,http://qudt.org/vocab/unit/HectoBAR
ambient_pressure:hectopa,HectoPA,hPa,Hectopascal,Ambient Pressure,100,None,qudt.org,http://qudt.org/vocab/unit/HectoPA
ambient_pressure:in_hg,IN_HG,inHg,Inch of Mercury,Ambient Pressure,3386.389,None,qudt.org,http://qudt.org/vocab/unit/IN_HG
ambient_pressure:in_h2o,IN_H2O,inH₂0,Inch of Water,Ambient Pressure,249.080024,None,qudt.org,http://qudt.org/vocab/unit/IN_H2O
ambient_pressure:kilobar,KiloBAR,kbar,Kilobar,Ambient Pressure,100000000,None,qudt.org,http://qudt.org/vocab/unit/KiloBAR
ambient_pressure:kilogm_f-per-m2,KiloGM_F-PER-M2,kgf/m²,Kilogram Force Per Square Metre,Ambient Pressure,9.80665,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-M2
ambient_pressure:kilogm_f-per-millim2,KiloGM_F-PER-MilliM2,kgf/mm²,Kilogram Force Per Square Millimetre,Ambient Pressure,9806650,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-MilliM2
ambient_pressure:kilogm_f-per-centim2,KiloGM_F-PER-CentiM2,kgf/cm²,Kilogram Force per Square Centimetre,Ambient Pressure,98066.5,None,qudt.org,http://qudt.org/vocab/unit/KiloGM_F-PER-CentiM2
ambient_pressure:kilogm-per-m-sec2,KiloGM-PER-M-SEC2,kg/(m⋅s²),Kilograms per metre per square second,Ambient Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/KiloGM-PER-M-SEC2
ambient_pressure:kilopa,KiloPA,kPa,Kilopascal,Ambient Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA
ambient_pressure:kilopa_a,KiloPA_A,KPaA,Kilopascal Absolute,Ambient Pressure,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA_A
ambient_pressure:kilolb_f-per-in2,KiloLB_F-PER-IN2,kpsi,Kilopound Force Per Square Inch,Ambient Pressure,6894757.89,None,qudt.org,http://qudt.org/vocab/unit/KiloLB_F-PER-IN2
ambient_pressure:kip_f-per-in2,KIP_F-PER-IN2,kip/in²,Kip per Square Inch,Ambient Pressure,6894757.89,None,qudt.org,http://qudt.org/vocab/unit/KIP_F-PER-IN2
ambient_pressure:megabar,MegaBAR,Mbar,Megabar,Ambient Pressure,100000000000,None,qudt.org,http://qudt.org/vocab/unit/MegaBAR
ambient_pressure:megapa,MegaPA,MPa,Megapascal,Ambient Pressure,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaPA
ambient_pressure:microtorr,MicroTORR,µTorr,MicroTorr,Ambient Pressure,0.000133322,None,qudt.org,http://qudt.org/vocab/unit/MicroTORR
ambient_pressure:microatm,MicroATM,µatm,Microatmospheres,Ambient Pressure,0.101325,None,qudt.org,http://qudt.org/vocab/unit/MicroATM
ambient_pressure:microbar,MicroBAR,Î¼bar,Microbar,Ambient Pressure,0.1,None,qudt.org,http://qudt.org/vocab/unit/MicroBAR
ambient_pressure:micropa,MicroPA,Î¼Pa,Micropascal,Ambient Pressure,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroPA
ambient_pressure:millitorr,MilliTORR,mTorr,MilliTorr,Ambient Pressure,0.133322,None,qudt.org,http://qudt.org/vocab/unit/MilliTORR
ambient_pressure:millibar,MilliBAR,mbar,Millibar,Ambient Pressure,100,None,qudt.org,http://qudt.org/vocab/unit/MilliBAR
ambient_pressure:millim_hg,MilliM_HG,mmHg,Millimetre of Mercury,Ambient Pressure,133.3223874,None,qudt.org,http://qudt.org/vocab/unit/MilliM_HG
ambient_pressure:millim_hga,MilliM_HGA,mmHgA,Millimetre of Mercury - Absolute,Ambient Pressure,None,None,qudt.org,http://qudt.org/vocab/unit/MilliM_HGA
ambient_pressure:millipa,MilliPA,mPa,Millipascal,Ambient Pressure,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliPA
ambient_pressure:n-per-centim2,N-PER-CentiM2,N/cm²,Newton Per Square Centimetre,Ambient Pressure,10000,None,qudt.org,http://qudt.org/vocab/unit/N-PER-CentiM2
ambient_pressure:n-per-millim2,N-PER-MilliM2,N/mm²,Newton Per Square Millimetre,Ambient Pressure,1000000,None,qudt.org,http://qudt.org/vocab/unit/N-PER-MilliM2
ambient_pressure:n-per-m2,N-PER-M2,N/m²,Newtons Per Square Metre,Ambient Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/N-PER-M2
ambient_pressure:psi,PSI,psi,PSI,Ambient Pressure,6894.75789,None,qudt.org,http://qudt.org/vocab/unit/PSI
ambient_pressure:picopa,PicoPA,pPa,PicoPascal,Ambient Pressure,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoPA
ambient_pressure:lb_f-per-ft2,LB_F-PER-FT2,lbf/ft²,Pound Force per Square Foot,Ambient Pressure,47.8802631,None,qudt.org,http://qudt.org/vocab/unit/LB_F-PER-FT2
ambient_pressure:lb_f-per-in2,LB_F-PER-IN2,psia,Pound Force per Square Inch,Ambient Pressure,6894.75789,None,qudt.org,http://qudt.org/vocab/unit/LB_F-PER-IN2
ambient_pressure:pdl-per-ft2,PDL-PER-FT2,pdl/ft²,Poundal per Square Foot,Ambient Pressure,1.48816443,None,qudt.org,http://qudt.org/vocab/unit/PDL-PER-FT2
ambient_pressure:atm,ATM,atm,Standard Atmosphere,Ambient Pressure,101325,None,qudt.org,http://qudt.org/vocab/unit/ATM
ambient_pressure:atm_t,ATM_T,at,Technical Atmosphere,Ambient Pressure,98066.5,None,qudt.org,http://qudt.org/vocab/unit/ATM_T
ambient_pressure:torr,TORR,Torr,Torr,Ambient Pressure,133.322,None,qudt.org,http://qudt.org/vocab/unit/TORR
ambient_pressure:pa,PA,Pa,pascal,Ambient Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/PA
amount_of_substance_of_concentration_of_b:mol-per-m3,MOL-PER-M3,mol/m³,Mole per Cubic Metre,Amount Of Substance Of Concentration Of B,1,None,qudt.org,http://qudt.org/vocab/unit/MOL-PER-M3
amount_of_substance_of_fraction_of_b:unitless,UNITLESS,ä¸,Unitless,Amount Of Substance Of Fraction Of B,1,None,qudt.org,http://qudt.org/vocab/unit/UNITLESS
amount_of_substance_per_unit_mass:centimol-per-kilogm,CentiMOL-PER-KiloGM,cmol/kg,Centimole per kilogram,Amount Of Substance Per Unit Mass,0.01,None,qudt.org,http://qudt.org/vocab/unit/CentiMOL-PER-KiloGM
amount_of_substance_per_unit_mass:femtomol-per-kilogm,FemtoMOL-PER-KiloGM,fmol/kg,Femtomoles per kilogram,Amount Of Substance Per Unit Mass,1.00E-15,None,qudt.org,http://qudt.org/vocab/unit/FemtoMOL-PER-KiloGM
amount_of_substance_per_unit_mass:iu-per-milligm,IU-PER-MilliGM,IU/mg,International Unit per milligram,Amount Of Substance Per Unit Mass,None,None,qudt.org,http://qudt.org/vocab/unit/IU-PER-MilliGM
amount_of_substance_per_unit_mass:kilomol-per-kilogm,KiloMOL-PER-KiloGM,kmol/kg,Kilomol per Kilogram,Amount Of Substance Per Unit Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloMOL-PER-KiloGM
amount_of_substance_per_unit_mass:micromol-per-gm,MicroMOL-PER-GM,µmol/g,Micromoles per gram,Amount Of Substance Per Unit Mass,0.001,None,qudt.org,http://qudt.org/vocab/unit/MicroMOL-PER-GM
amount_of_substance_per_unit_mass:micromol-per-kilogm,MicroMOL-PER-KiloGM,µmol/kg,Micromoles per kilogram,Amount Of Substance Per Unit Mass,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroMOL-PER-KiloGM
amount_of_substance_per_unit_mass:millimol-per-gm,MilliMOL-PER-GM,mmol/g,Millimole Per Gram,Amount Of Substance Per Unit Mass,1,None,qudt.org,http://qudt.org/vocab/unit/MilliMOL-PER-GM
amount_of_substance_per_unit_mass:millimol-per-kilogm,MilliMOL-PER-KiloGM,mmol/kg,Millimole Per Kilogram,Amount Of Substance Per Unit Mass,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliMOL-PER-KiloGM
amount_of_substance_per_unit_mass:mol-per-kilogm,MOL-PER-KiloGM,mol/kg,Mol per Kilogram,Amount Of Substance Per Unit Mass,1,None,qudt.org,http://qudt.org/vocab/unit/MOL-PER-KiloGM
amount_of_substance_per_unit_mass:mol-per-tonne,MOL-PER-TONNE,mol/t,Mol per Tonne,Amount Of Substance Per Unit Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/MOL-PER-TONNE
amount_of_substance_per_unit_mass:nanomol-per-kilogm,NanoMOL-PER-KiloGM,nmol/kg,Nanomoles per kilogram,Amount Of Substance Per Unit Mass,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/NanoMOL-PER-KiloGM
