externalId,name,symbol,longName,quantity,multiplier,offset,source,sourceReference
specific_heat_capacity:cal_it-per-gm-k,CAL_IT-PER-GM-K,cal{IT}/(g⋅K),Calorie (international Table) Per Gram Kelvin,Specific Heat Capacity,4186.8,None,qudt.org,http://qudt.org/vocab/unit/CAL_IT-PER-GM-K
specific_heat_capacity:cal_th-per-gm-deg_c,CAL_TH-PER-GM-DEG_C,cal{th}/(g⋅°C),Calorie (thermochemical) Per Gram Degree Celsius,Specific Heat Capacity,4184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH-PER-GM-DEG_C
specific_heat_capacity:cal_th-per-gm-k,CAL_TH-PER-GM-K,cal{th}/(g⋅K),Calorie (thermochemical) Per Gram Kelvin,Specific Heat Capacity,4184,None,qudt.org,http://qudt.org/vocab/unit/CAL_TH-PER-GM-K
specific_heat_capacity:kilocal-per-gm-deg_c,KiloCAL-PER-GM-DEG_C,kcal/(g⋅°C),Calorie per Gram Degree Celsius,Specific Heat Capacity,None,None,qudt.org,http://qudt.org/vocab/unit/KiloCAL-PER-GM-DEG_C
specific_heat_capacity:j-per-kilogm-k,J-PER-KiloGM-K,J/(kg⋅K),Joule per Kilogram Kelvin,Specific Heat Capacity,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K
specific_heat_capacity_at_saturation:j-per-kilogm-k,J-PER-KiloGM-K,J/(kg⋅K),Joule per Kilogram Kelvin,Specific Heat Capacity At Saturation,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K
specific_heat_pressure:j-per-kilogm-k-pa,J-PER-KiloGM-K-PA,J/(kg⋅K⋅Pa),Joule per Kilogram Kelvin per Pascal,Specific Heat Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K-PA
specific_heat_volume:j-per-kilogm-k-m3,J-PER-KiloGM-K-M3,J/(kg⋅K⋅m³),Joule per Kilogram Kelvin Cubic Metre,Specific Heat Volume,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K-M3
specific_heats_ratio:fraction,FRACTION,÷,Fraction,Specific Heats Ratio,None,None,qudt.org,http://qudt.org/vocab/unit/FRACTION
specific_heats_ratio:gr,GR,gr,Grade,Specific Heats Ratio,None,None,qudt.org,http://qudt.org/vocab/unit/GR
specific_heats_ratio:num,NUM,#,Number,Specific Heats Ratio,None,None,qudt.org,http://qudt.org/vocab/unit/NUM
specific_heats_ratio:pptm,PPTM,PPTM,Parts per Ten Million,Specific Heats Ratio,1.00E-07,None,qudt.org,http://qudt.org/vocab/unit/PPTM
specific_heats_ratio:ppb,PPB,PPB,Parts per billion,Specific Heats Ratio,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/PPB
specific_heats_ratio:ppm,PPM,PPM,Parts per million,Specific Heats Ratio,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/PPM
specific_heats_ratio:ppth,PPTH,‰,Parts per thousand,Specific Heats Ratio,0.001,None,qudt.org,http://qudt.org/vocab/unit/PPTH
specific_heats_ratio:pptr,PPTR,PPTR,Parts per trillion,Specific Heats Ratio,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PPTR
specific_heats_ratio:percent,PERCENT,%,Percent,Specific Heats Ratio,None,None,qudt.org,http://qudt.org/vocab/unit/PERCENT
specific_heats_ratio:permittivity_rel,PERMITTIVITY_REL,Îµáµ£,Relative Permittivity,Specific Heats Ratio,8.85E-12,None,qudt.org,http://qudt.org/vocab/unit/PERMITTIVITY_REL
specific_heats_ratio:unitless,UNITLESS,ä¸,Unitless,Specific Heats Ratio,1,None,qudt.org,http://qudt.org/vocab/unit/UNITLESS
specific_helmholtz_energy:j-per-kilogm,J-PER-KiloGM,J/kg,Joule per Kilogram,Specific Helmholtz Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM
specific_impulse_by_mass:centim-per-hr,CentiM-PER-HR,cm/hr,Centimetre Per Hour,Specific Impulse By Mass,2.78E-06,None,qudt.org,http://qudt.org/vocab/unit/CentiM-PER-HR
specific_impulse_by_mass:centim-per-kiloyr,CentiM-PER-KiloYR,cm/(1000 yr),Centimetres per thousand years,Specific Impulse By Mass,3.17E-13,None,qudt.org,http://qudt.org/vocab/unit/CentiM-PER-KiloYR
specific_impulse_by_mass:centim-per-yr,CentiM-PER-YR,cm/yr,Centimetres per year,Specific Impulse By Mass,3.17E-10,None,qudt.org,http://qudt.org/vocab/unit/CentiM-PER-YR
specific_impulse_by_mass:ft-per-day,FT-PER-DAY,ft/day,Foot per Day,Specific Impulse By Mass,3.53E-06,None,qudt.org,http://qudt.org/vocab/unit/FT-PER-DAY
specific_impulse_by_mass:ft-per-hr,FT-PER-HR,ft/hr,Foot per Hour,Specific Impulse By Mass,8.47E-05,None,qudt.org,http://qudt.org/vocab/unit/FT-PER-HR
specific_impulse_by_mass:ft-per-min,FT-PER-MIN,ft/min,Foot per Minute,Specific Impulse By Mass,0.00508,None,qudt.org,http://qudt.org/vocab/unit/FT-PER-MIN
specific_impulse_by_mass:ft-per-sec,FT-PER-SEC,ft/s,Foot per Second,Specific Impulse By Mass,0.3048,None,qudt.org,http://qudt.org/vocab/unit/FT-PER-SEC
specific_impulse_by_mass:gigahz-m,GigaHZ-M,GHz⋅M,Gigahertz Metre,Specific Impulse By Mass,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaHZ-M
specific_impulse_by_mass:in-per-sec,IN-PER-SEC,in/s,Inch per Second,Specific Impulse By Mass,0.0254,None,qudt.org,http://qudt.org/vocab/unit/IN-PER-SEC
specific_impulse_by_mass:kilom-per-hr,KiloM-PER-HR,km/hr,Kilometre per Hour,Specific Impulse By Mass,0.2777777778,None,qudt.org,http://qudt.org/vocab/unit/KiloM-PER-HR
specific_impulse_by_mass:kilom-per-sec,KiloM-PER-SEC,km/s,Kilometre per Second,Specific Impulse By Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloM-PER-SEC
specific_impulse_by_mass:kilom-per-day,KiloM-PER-DAY,kg/day,Kilometres per day,Specific Impulse By Mass,0.01157407407,None,qudt.org,http://qudt.org/vocab/unit/KiloM-PER-DAY
specific_impulse_by_mass:kn,KN,kn,Knot,Specific Impulse By Mass,0.5144444444,None,qudt.org,http://qudt.org/vocab/unit/KN
specific_impulse_by_mass:m-per-hr,M-PER-HR,m/h,Metre per Hour,Specific Impulse By Mass,0.000277777778,None,qudt.org,http://qudt.org/vocab/unit/M-PER-HR
specific_impulse_by_mass:m-per-min,M-PER-MIN,m/min,Metre per Minute,Specific Impulse By Mass,0.0166666667,None,qudt.org,http://qudt.org/vocab/unit/M-PER-MIN
specific_impulse_by_mass:m-per-yr,M-PER-YR,m/yr,Metres per year,Specific Impulse By Mass,3.17E-08,None,qudt.org,http://qudt.org/vocab/unit/M-PER-YR
specific_impulse_by_mass:mi-per-hr,MI-PER-HR,mi/hr,Mile per Hour,Specific Impulse By Mass,0.44704,None,qudt.org,http://qudt.org/vocab/unit/MI-PER-HR
specific_impulse_by_mass:mi-per-min,MI-PER-MIN,mi/min,Mile per Minute,Specific Impulse By Mass,26.8224,None,qudt.org,http://qudt.org/vocab/unit/MI-PER-MIN
specific_impulse_by_mass:mi-per-sec,MI-PER-SEC,mi/sec,Mile per Second,Specific Impulse By Mass,1609.344,None,qudt.org,http://qudt.org/vocab/unit/MI-PER-SEC
specific_impulse_by_mass:millim-per-hr,MilliM-PER-HR,mm/hr,Millimetre Per Hour,Specific Impulse By Mass,2.78E-07,None,qudt.org,http://qudt.org/vocab/unit/MilliM-PER-HR
specific_impulse_by_mass:millim-per-min,MilliM-PER-MIN,mm/min,Millimetre Per Minute,Specific Impulse By Mass,1.67E-05,None,qudt.org,http://qudt.org/vocab/unit/MilliM-PER-MIN
specific_impulse_by_mass:millim-per-sec,MilliM-PER-SEC,mm/s,Millimetre Per Second,Specific Impulse By Mass,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliM-PER-SEC
specific_impulse_by_mass:millim-per-yr,MilliM-PER-YR,mm/yr,Millimetre Per Year,Specific Impulse By Mass,1.71E-12,None,qudt.org,http://qudt.org/vocab/unit/MilliM-PER-YR
specific_impulse_by_mass:mi_n-per-hr,MI_N-PER-HR,nmi/hr,Nautical Mile per Hour,Specific Impulse By Mass,0.514444,None,qudt.org,http://qudt.org/vocab/unit/MI_N-PER-HR
specific_impulse_by_mass:mi_n-per-min,MI_N-PER-MIN,nmi/min,Nautical Mile per Minute,Specific Impulse By Mass,None,None,qudt.org,http://qudt.org/vocab/unit/MI_N-PER-MIN
specific_impulse_by_mass:centim-per-sec,CentiM-PER-SEC,cm/s,centimetre per second,Specific Impulse By Mass,0.01,None,qudt.org,http://qudt.org/vocab/unit/CentiM-PER-SEC
specific_impulse_by_mass:m-per-sec,M-PER-SEC,m/s,metre per second,Specific Impulse By Mass,1,None,qudt.org,http://qudt.org/vocab/unit/M-PER-SEC
specific_impulse_by_mass:millim-per-day,MilliM-PER-DAY,mm/day,millimetres per day,Specific Impulse By Mass,1.16E-08,None,qudt.org,http://qudt.org/vocab/unit/MilliM-PER-DAY
specific_impulse_by_weight:centipoise-per-bar,CentiPOISE-PER-BAR,cP/bar,Centipoise Per Bar,Specific Impulse By Weight,1.00E-08,None,qudt.org,http://qudt.org/vocab/unit/CentiPOISE-PER-BAR
specific_impulse_by_weight:yr_common,YR_Common,yr,Common Year,Specific Impulse By Weight,31536000,None,qudt.org,http://qudt.org/vocab/unit/YR_Common
specific_impulse_by_weight:day,DAY,day,Day,Specific Impulse By Weight,86400,None,qudt.org,http://qudt.org/vocab/unit/DAY
specific_impulse_by_weight:h-per-kiloohm,H-PER-KiloOHM,H/kÎ©,Henry Per Kiloohm,Specific Impulse By Weight,0.001,None,qudt.org,http://qudt.org/vocab/unit/H-PER-KiloOHM
specific_impulse_by_weight:h-per-ohm,H-PER-OHM,H/Î©,Henry Per Ohm,Specific Impulse By Weight,1,None,qudt.org,http://qudt.org/vocab/unit/H-PER-OHM
specific_impulse_by_weight:hr,HR,hr,Hour,Specific Impulse By Weight,3600,None,qudt.org,http://qudt.org/vocab/unit/HR
specific_impulse_by_weight:kiloyr,KiloYR,1000 yr,KiloYear,Specific Impulse By Weight,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloYR
specific_impulse_by_weight:mo_meangregorian,MO_MeanGREGORIAN,,Mean Gregorian Month,Specific Impulse By Weight,None,None,qudt.org,http://qudt.org/vocab/unit/MO_MeanGREGORIAN
specific_impulse_by_weight:mo_meanjulian,MO_MeanJulian,,Mean Julian Month,Specific Impulse By Weight,None,None,qudt.org,http://qudt.org/vocab/unit/MO_MeanJulian
specific_impulse_by_weight:microh-per-kiloohm,MicroH-PER-KiloOHM,µH/kÎ©,Microhenry Per Kiloohm,Specific Impulse By Weight,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MicroH-PER-KiloOHM
specific_impulse_by_weight:microh-per-ohm,MicroH-PER-OHM,µH/Î©,Microhenry Per Ohm,Specific Impulse By Weight,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroH-PER-OHM
specific_impulse_by_weight:millih-per-kiloohm,MilliH-PER-KiloOHM,mH/kÎ©,Millihenry Per Kiloohm,Specific Impulse By Weight,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliH-PER-KiloOHM
specific_impulse_by_weight:millih-per-ohm,MilliH-PER-OHM,mH/Î©,Millihenry Per Ohm,Specific Impulse By Weight,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliH-PER-OHM
specific_impulse_by_weight:megayr,MegaYR,Myr,Million Years,Specific Impulse By Weight,31557600000000,None,qudt.org,http://qudt.org/vocab/unit/MegaYR
specific_impulse_by_weight:millipa-sec-per-bar,MilliPA-SEC-PER-BAR,mPa⋅s/bar,Millipascal Second Per Bar,Specific Impulse By Weight,1.00E-08,None,qudt.org,http://qudt.org/vocab/unit/MilliPA-SEC-PER-BAR
specific_impulse_by_weight:min,MIN,min,Minute,Specific Impulse By Weight,60,None,qudt.org,http://qudt.org/vocab/unit/MIN
specific_impulse_by_weight:mo,MO,mo,Month,Specific Impulse By Weight,2551442.976,None,qudt.org,http://qudt.org/vocab/unit/MO
specific_impulse_by_weight:pa-sec-per-bar,PA-SEC-PER-BAR,Pa⋅s/bar,Pascal Second Per Bar,Specific Impulse By Weight,1.00E-05,None,qudt.org,http://qudt.org/vocab/unit/PA-SEC-PER-BAR
specific_impulse_by_weight:picosec,PicoSEC,ps,Picosecond,Specific Impulse By Weight,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/PicoSEC
specific_impulse_by_weight:poise-per-bar,POISE-PER-BAR,P/bar,Poise Per Bar,Specific Impulse By Weight,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/POISE-PER-BAR
specific_impulse_by_weight:sh,SH,shake,Shake,Specific Impulse By Weight,1.00E-08,None,qudt.org,http://qudt.org/vocab/unit/SH
specific_impulse_by_weight:day_sidereal,DAY_Sidereal,day{sidereal},Sidereal Day,Specific Impulse By Weight,86164.099,None,qudt.org,http://qudt.org/vocab/unit/DAY_Sidereal
specific_impulse_by_weight:hr_sidereal,HR_Sidereal,hr{sidereal},Sidereal Hour,Specific Impulse By Weight,3590.17,None,qudt.org,http://qudt.org/vocab/unit/HR_Sidereal
specific_impulse_by_weight:min_sidereal,MIN_Sidereal,min{sidereal},Sidereal Minute,Specific Impulse By Weight,59.83617,None,qudt.org,http://qudt.org/vocab/unit/MIN_Sidereal
specific_impulse_by_weight:yr_sidereal,YR_Sidereal,yr{sidereal},Sidereal Year,Specific Impulse By Weight,31558149.76,None,qudt.org,http://qudt.org/vocab/unit/YR_Sidereal
specific_impulse_by_weight:mo_synodic,MO_Synodic,,Synodic month,Specific Impulse By Weight,None,None,qudt.org,http://qudt.org/vocab/unit/MO_Synodic
specific_impulse_by_weight:yr_tropical,YR_TROPICAL,yr{tropical},Tropical Year,Specific Impulse By Weight,31556925.22,None,qudt.org,http://qudt.org/vocab/unit/YR_TROPICAL
specific_impulse_by_weight:wk,WK,wk,Week,Specific Impulse By Weight,604800,None,qudt.org,http://qudt.org/vocab/unit/WK
specific_impulse_by_weight:yr,YR,yr,Year,Specific Impulse By Weight,31557600,None,qudt.org,http://qudt.org/vocab/unit/YR
specific_impulse_by_weight:kilosec,KiloSEC,ks,kilosecond,Specific Impulse By Weight,1000,None,qudt.org,http://qudt.org/vocab/unit/KiloSEC
specific_impulse_by_weight:microsec,MicroSEC,µs,microsecond,Specific Impulse By Weight,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MicroSEC
specific_impulse_by_weight:millisec,MilliSEC,ms,millisecond,Specific Impulse By Weight,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliSEC
specific_impulse_by_weight:nanosec,NanoSEC,ns,nanosecond,Specific Impulse By Weight,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/NanoSEC
specific_impulse_by_weight:sec,SEC,s,second,Specific Impulse By Weight,1,None,qudt.org,http://qudt.org/vocab/unit/SEC
specific_internal_energy:j-per-kilogm,J-PER-KiloGM,J/kg,Joule per Kilogram,Specific Internal Energy,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM
specific_optical_rotatory_power:rad-m2-per-kilogm,RAD-M2-PER-KiloGM,rad⋅m²/kg,Radian Square Metre per Kilogram,Specific Optical Rotatory Power,1,None,qudt.org,http://qudt.org/vocab/unit/RAD-M2-PER-KiloGM
specific_volume:m3-per-kilogm,M3-PER-KiloGM,m³/kg,Cubic Metre per Kilogram,Specific Volume,1,None,qudt.org,http://qudt.org/vocab/unit/M3-PER-KiloGM
specific_volume:millil-per-gm,MilliL-PER-GM,mL/g,Cubic Millilitre per Gram,Specific Volume,0.001,None,qudt.org,http://qudt.org/vocab/unit/MilliL-PER-GM
specific_volume:millim3-per-gm,MilliM3-PER-GM,mm³/g,Cubic Millimetre per Gram,Specific Volume,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliM3-PER-GM
specific_volume:millim3-per-kilogm,MilliM3-PER-KiloGM,mm³/kg,Cubic Millimetre per Kilogram,Specific Volume,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MilliM3-PER-KiloGM
specific_volume:decil-per-gm,DeciL-PER-GM,dL/g,Decilitre Per Gram,Specific Volume,0.1,None,qudt.org,http://qudt.org/vocab/unit/DeciL-PER-GM
specific_volume:l-per-kilogm,L-PER-KiloGM,L/kg,Litre Per Kilogram,Specific Volume,0.001,None,qudt.org,http://qudt.org/vocab/unit/L-PER-KiloGM
specific_volume:millil-per-kilogm,MilliL-PER-KiloGM,mL/kg,Millilitre Per Kilogram,Specific Volume,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliL-PER-KiloGM
specific_heat_capacity_at_constant_pressure:j-per-kilogm-k,J-PER-KiloGM-K,J/(kg⋅K),Joule per Kilogram Kelvin,Specific Heat Capacity At Constant Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K
specific_heat_capacity_at_constant_pressure:j-per-kilogm-k-pa,J-PER-KiloGM-K-PA,J/(kg⋅K⋅Pa),Joule per Kilogram Kelvin per Pascal,Specific Heat Capacity At Constant Pressure,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K-PA
specific_heat_capacity_at_constant_volume:j-per-kilogm-k,J-PER-KiloGM-K,J/(kg⋅K),Joule per Kilogram Kelvin,Specific Heat Capacity At Constant Volume,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K
specific_heat_capacity_at_constant_volume:j-per-kilogm-k-m3,J-PER-KiloGM-K-M3,J/(kg⋅K⋅m³),Joule per Kilogram Kelvin Cubic Metre,Specific Heat Capacity At Constant Volume,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-KiloGM-K-M3
spectral_angular_cross-section:m2-per-sr-j,M2-PER-SR-J,m²/(sr⋅J),Square Metre per Steradian Joule,Spectral Angular Cross-section,1,None,qudt.org,http://qudt.org/vocab/unit/M2-PER-SR-J
spectral_cross-section:m2-per-j,M2-PER-J,m²/j,Square Metre per Joule,Spectral Cross-section,1,None,qudt.org,http://qudt.org/vocab/unit/M2-PER-J
spectral_radiant_energy_density:j-per-m4,J-PER-M4,J/mâ´,Joule per Quartic Metre,Spectral Radiant Energy Density,1,None,qudt.org,http://qudt.org/vocab/unit/J-PER-M4
spectral_radiant_energy_density:kilopa-per-millim,KiloPA-PER-MilliM,kPa/mm,Kilopascal Per Millimetre,Spectral Radiant Energy Density,100000,None,qudt.org,http://qudt.org/vocab/unit/KiloPA-PER-MilliM
spectral_radiant_energy_density:pa-per-m,PA-PER-M,Pa/m,Pascal Per Metre,Spectral Radiant Energy Density,1,None,qudt.org,http://qudt.org/vocab/unit/PA-PER-M
speed:bft,BFT,Beufort,Beaufort,Speed,0,None,qudt.org,http://qudt.org/vocab/unit/BFT
speed:ft3-per-min-ft2,FT3-PER-MIN-FT2,ft³/(min⋅ft²),Cubic Foot Per Minute Square Foot,Speed,0.00508,None,qudt.org,http://qudt.org/vocab/unit/FT3-PER-MIN-FT2
speed:gigac-per-m3,GigaC-PER-M3,GC/m³,Gigacoulomb Per Cubic Metre,Speed,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaC-PER-M3
speed:gigahz-m,GigaHZ-M,GHz⋅M,Gigahertz Metre,Speed,1000000000,None,qudt.org,http://qudt.org/vocab/unit/GigaHZ-M
speed:hz-m,HZ-M,Hz⋅M,Hertz Metre,Speed,1,None,qudt.org,http://qudt.org/vocab/unit/HZ-M
speed:megahz-m,MegaHZ-M,MHz⋅m,Megahertz Metre,Speed,1000000,None,qudt.org,http://qudt.org/vocab/unit/MegaHZ-M
speed:m-per-sec,M-PER-SEC,m/s,metre per second,Speed,1,None,qudt.org,http://qudt.org/vocab/unit/M-PER-SEC
spin_quantum_number:num,NUM,#,Number,Spin Quantum Number,None,None,qudt.org,http://qudt.org/vocab/unit/NUM
stage_propellant_mass:ton_assay,TON_Assay,AT,Assay Ton,Stage Propellant Mass,0.02916667,None,qudt.org,http://qudt.org/vocab/unit/TON_Assay
stage_propellant_mass:amu,AMU,amu,Atomic mass unit,Stage Propellant Mass,1.66E-27,None,qudt.org,http://qudt.org/vocab/unit/AMU
stage_propellant_mass:carat,CARAT,ct,Carat,Stage Propellant Mass,0.0002,None,qudt.org,http://qudt.org/vocab/unit/CARAT
stage_propellant_mass:centigm,CentiGM,cg,Centigram,Stage Propellant Mass,1.00E-05,None,qudt.org,http://qudt.org/vocab/unit/CentiGM
stage_propellant_mass:decagm,DecaGM,dag,Decagram,Stage Propellant Mass,0.01,None,qudt.org,http://qudt.org/vocab/unit/DecaGM
stage_propellant_mass:decitonne,DeciTONNE,dt,DeciTonne,Stage Propellant Mass,100,None,qudt.org,http://qudt.org/vocab/unit/DeciTONNE
stage_propellant_mass:decigm,DeciGM,dg,Decigram,Stage Propellant Mass,0.0001,None,qudt.org,http://qudt.org/vocab/unit/DeciGM
stage_propellant_mass:dram_uk,DRAM_UK,dr{UK},Dram (UK),Stage Propellant Mass,0.001771845195,None,qudt.org,http://qudt.org/vocab/unit/DRAM_UK
stage_propellant_mass:dram_us,DRAM_US,dr{US},Dram (US),Stage Propellant Mass,0.0038879346,None,qudt.org,http://qudt.org/vocab/unit/DRAM_US
stage_propellant_mass:earthmass,EarthMass,M⊕,Earth mass,Stage Propellant Mass,5.97E+24,None,qudt.org,http://qudt.org/vocab/unit/EarthMass
stage_propellant_mass:femtogm,FemtoGM,fg,FemtoGram,Stage Propellant Mass,1.00E-18,None,qudt.org,http://qudt.org/vocab/unit/FemtoGM
stage_propellant_mass:grain,GRAIN,gr{UK},Grain,Stage Propellant Mass,6.48E-05,None,qudt.org,http://qudt.org/vocab/unit/GRAIN
stage_propellant_mass:gm,GM,g,Gram,Stage Propellant Mass,0.001,None,qudt.org,http://qudt.org/vocab/unit/GM
stage_propellant_mass:hectogm,HectoGM,hg,Hectogram,Stage Propellant Mass,0.1,None,qudt.org,http://qudt.org/vocab/unit/HectoGM
stage_propellant_mass:cwt_short,CWT_SHORT,cwt{short},Hundred Weight - Short,Stage Propellant Mass,45.359237,None,qudt.org,http://qudt.org/vocab/unit/CWT_SHORT
stage_propellant_mass:hundredweight_uk,Hundredweight_UK,cwt{long},Hundredweight (UK),Stage Propellant Mass,50.80235,None,qudt.org,http://qudt.org/vocab/unit/Hundredweight_UK
stage_propellant_mass:hundredweight_us,Hundredweight_US,cwt{short},Hundredweight (US),Stage Propellant Mass,45.35924,None,qudt.org,http://qudt.org/vocab/unit/Hundredweight_US
stage_propellant_mass:kilotonne,KiloTONNE,kt,KiloTonne,Stage Propellant Mass,1000000,None,qudt.org,http://qudt.org/vocab/unit/KiloTONNE
stage_propellant_mass:cwt_long,CWT_LONG,cwt{long},Long Hundred Weight,Stage Propellant Mass,50.80235,None,qudt.org,http://qudt.org/vocab/unit/CWT_LONG
stage_propellant_mass:ton_long,TON_LONG,t{long},Long Ton,Stage Propellant Mass,1016.046909,None,qudt.org,http://qudt.org/vocab/unit/TON_LONG
stage_propellant_mass:lunarmass,LunarMass,Mâ¾,Lunar mass,Stage Propellant Mass,7.35E+22,None,qudt.org,http://qudt.org/vocab/unit/LunarMass
stage_propellant_mass:megagm,MegaGM,Mg,Megagram,Stage Propellant Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/MegaGM
stage_propellant_mass:deciton_metric,DeciTON_Metric,dt,Metric DeciTON,Stage Propellant Mass,100,None,qudt.org,http://qudt.org/vocab/unit/DeciTON_Metric
stage_propellant_mass:kiloton_metric,KiloTON_Metric,kton{short},Metric KiloTON,Stage Propellant Mass,1000000,None,qudt.org,http://qudt.org/vocab/unit/KiloTON_Metric
stage_propellant_mass:ton_metric,TON_Metric,t,Metric Ton,Stage Propellant Mass,1000,None,qudt.org,http://qudt.org/vocab/unit/TON_Metric
stage_propellant_mass:microgm,MicroGM,Î¼g,Microgram,Stage Propellant Mass,1.00E-09,None,qudt.org,http://qudt.org/vocab/unit/MicroGM
stage_propellant_mass:milligm,MilliGM,mg,Milligram,Stage Propellant Mass,1.00E-06,None,qudt.org,http://qudt.org/vocab/unit/MilliGM
stage_propellant_mass:nanogm,NanoGM,ng,Nanograms,Stage Propellant Mass,1.00E-12,None,qudt.org,http://qudt.org/vocab/unit/NanoGM
stage_propellant_mass:oz,OZ,oz,Ounce Mass,Stage Propellant Mass,0.02834952313,None,qudt.org,http://qudt.org/vocab/unit/OZ
stage_propellant_mass:oz_m,OZ_M,oz,Ounce Mass,Stage Propellant Mass,0.02834952313,None,qudt.org,http://qudt.org/vocab/unit/OZ_M
