externalId,symbol,longName,quantity,multiplier,offset,source,sourceReference
magnetic_flux:milliweber,mWb,milliweber,magnetic flux,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux:nanoweber,nWb,nanoweber,magnetic flux,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux:picoweber,pWb,picoweber,magnetic flux,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux:teraweber,TWb,teraweber,magnetic flux,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux:weber,Wb,weber,magnetic flux,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:centigauss,cgauss,centigauss,magnetic flux density,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:centitesla,cT,centitesla,magnetic flux density,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:decigauss,dgauss,decigauss,magnetic flux density,1.00E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:decitesla,dT,decitesla,magnetic flux density,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:exagauss,Egauss,exagauss,magnetic flux density,100000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:exatesla,ET,exatesla,magnetic flux density,1.00E+18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:femtogauss,fgauss,femtogauss,magnetic flux density,1.00E-19,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:femtotesla,fT,femtotesla,magnetic flux density,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:gauss,gauss,gauss,magnetic flux density,0.0001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:gigagauss,Ggauss,gigagauss,magnetic flux density,100000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:gigatesla,GT,gigatesla,magnetic flux density,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:kilogauss,kgauss,kilogauss,magnetic flux density,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:kilotesla,kT,kilotesla,magnetic flux density,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:megagauss,Mgauss,megagauss,magnetic flux density,100,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:microgauss,ugauss,microgauss,magnetic flux density,1.00E-10,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:microtesla,uT,microtesla,magnetic flux density,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:milligauss,mgauss,milligauss,magnetic flux density,1.00E-07,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:millitesla,mT,millitesla,magnetic flux density,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:nanogauss,ngauss,nanogauss,magnetic flux density,1.00E-13,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:nanotesla,nT,nanotesla,magnetic flux density,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:picogauss,pgauss,picogauss,magnetic flux density,1.00E-16,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:picotesla,pT,picotesla,magnetic flux density,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:teragauss,Tgauss,teragauss,magnetic flux density,100000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:teratesla,TT,teratesla,magnetic flux density,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density:tesla,T,tesla,magnetic flux density,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density_per_length:gauss_per_centimetre,gauss/cm,gauss per centimetre,magnetic flux density per length,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density_per_length:millitesla_per_decimetre,mT/dm,millitesla per decimetre,magnetic flux density per length,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_flux_density_per_length:tesla_per_metre,T/m,tesla per metre,magnetic flux density per length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_permeability:henry_per_metre,H/m,henry per metre,magnetic permeability,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_permeability:microhenry_per_metre,uH/m,microhenry per metre,magnetic permeability,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_vector_potential:weber_per_metre,Wb/m,weber per metre,magnetic vector potential,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
magnetic_vector_potential:weber_per_millimetre,Wb/mm,weber per millimetre,magnetic vector potential,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:94_pound-mass_sack,sack[94lbm],94 pound-mass sack,mass,42.63768278,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:uk_hundredweight,cwt[UK],UK hundredweight,mass,50.80234544,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:uk_ton-mass,ton[UK],UK ton-mass,mass,1016.046909,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:us_hundredweight,cwt[US],US hundredweight,mass,45.359237,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:us_ton-mass,ton[US],US ton-mass,mass,907.18474,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:attogram,ag,attogram,mass,1.00E-21,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:carat,ct,carat,mass,0.0002,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:centigram,cg,centigram,mass,1.00E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:exagram,Eg,exagram,mass,1E+15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:femtogram,fg,femtogram,mass,1.00E-18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:gigagram,Gg,gigagram,mass,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:grain,grain,grain,mass,6.48E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:gram,g,gram,mass,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:hectogram,hg,hectogram,mass,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:kilogram,kg,kilogram,mass,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:megagram,Mg,megagram,mass,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:microgram,ug,microgram,mass,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:milligram,mg,milligram,mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:nanogram,ng,nanogram,mass,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:ounce-mass,ozm,ounce-mass,mass,0.02834952313,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:picogram,pg,picogram,mass,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:pound-mass,lbm,pound-mass,mass,0.45359237,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:teragram,Tg,teragram,mass,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:thousand_pound-mass,klbm,thousand pound-mass,mass,453.59237,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:tonne,t,tonne,mass,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass:troy_ounce-mass,ozm[troy],troy ounce-mass,mass,0.0311034768,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_length:kilogram_metre,kg.m,kilogram metre,mass length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_length:pound-mass_foot,lbm.ft,pound-mass foot,mass length,0.1382549544,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_area:us_ton-mass_per_square_foot,ton[US]/ft2,US ton-mass per square foot,mass per area,9764.855273,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_area:kilogram_per_square_metre,kg/m2,kilogram per square metre,mass per area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_area:megagram_per_square_metre,Mg/m2,megagram per square metre,mass per area,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_area:pound-mass_per_hundred_square_foot,0.01 lbm/ft2,pound-mass per hundred square foot,mass per area,0.04882427636,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_area:pound-mass_per_square_foot,lbm/ft2,pound-mass per square foot,mass per area,4.882427636,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_energy:kilogram_per_joule,kg/J,kilogram per joule,mass per energy,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_energy:kilogram_per_kilowatt_hour,kg/(kW.h),kilogram per kilowatt hour,mass per energy,2.78E-07,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_energy:kilogram_per_megajoule,kg/MJ,kilogram per megajoule,mass per energy,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_energy:milligram_per_joule,mg/J,milligram per joule,mass per energy,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_energy:pound-mass_per_horsepower_hour,lbm/(hp.h),pound-mass per horsepower hour,mass per energy,1.69E-07,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_length:kilogram_metre_per_square_centimetre,kg.m/cm2,kilogram metre per square centimetre,mass per length,10000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_length:kilogram_per_metre,kg/m,kilogram per metre,mass per length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_length:megagram_per_inch,Mg/in,megagram per inch,mass per length,39370.07874,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_length:pound-mass_per_foot,lbm/ft,pound-mass per foot,mass per length,1.488163944,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_length:thousand_pound-mass_per_inch,klbm/in,thousand pound-mass per inch,mass per length,17857.96732,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:euclid,Euc,euclid,mass per mass,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:gram_per_kilogram,g/kg,gram per kilogram,mass per mass,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:gram_per_tonne,g/t,gram per tonne,mass per mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:kilogram_per_94-pound-sack,kg/sack[94lbm],kilogram per 94-pound-sack,mass per mass,0.02345343215,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:kilogram_per_kilogram,kg/kg,kilogram per kilogram,mass per mass,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:kilogram_per_tonne,kg/t,kilogram per tonne,mass per mass,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:microgram_per_gram,ug/g,microgram per gram,mass per mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:microgram_per_milligram,ug/mg,microgram per milligram,mass per mass,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:milligram_per_gram,mg/g,milligram per gram,mass per mass,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:milligram_per_kilogram,mg/kg,milligram per kilogram,mass per mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:nanogram_per_gram,ng/g,nanogram per gram,mass per mass,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:nanogram_per_milligram,ng/mg,nanogram per milligram,mass per mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:part_per_million,ppm,part per million,mass per mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:part_per_million_[mass_basis],ppm[mass],part per million [mass basis],mass per mass,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:part_per_thousand,ppk,part per thousand,mass per mass,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:percent,%,percent,mass per mass,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_mass:percent_[mass_basis],%[mass],percent [mass basis],mass per mass,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:uk_ton-mass_per_day,ton[UK]/d,UK ton-mass per day,mass per time,0.01175980219,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:uk_ton-mass_per_hour,ton[UK]/h,UK ton-mass per hour,mass per time,0.2822352524,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:uk_ton-mass_per_julian-year,ton[UK]/a,UK ton-mass per julian-year,mass per time,3.22E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:uk_ton-mass_per_minute,ton[UK]/min,UK ton-mass per minute,mass per time,16.93411515,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:us_ton-mass_per_day,ton[US]/d,US ton-mass per day,mass per time,0.01049982338,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:us_ton-mass_per_hour,ton[US]/h,US ton-mass per hour,mass per time,0.2519957611,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:us_ton-mass_per_julian-year,ton[US]/a,US ton-mass per julian-year,mass per time,2.87E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:us_ton-mass_per_minute,ton[US]/min,US ton-mass per minute,mass per time,15.11974567,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:gram_per_second,g/s,gram per second,mass per time,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:kilogram_per_day,kg/d,kilogram per day,mass per time,1.16E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:kilogram_per_hour,kg/h,kilogram per hour,mass per time,0.0002777777778,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:kilogram_per_min,kg/min,kilogram per min,mass per time,0.01666666667,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:kilogram_per_second,kg/s,kilogram per second,mass per time,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:megagram_per_day,Mg/d,megagram per day,mass per time,0.01157407407,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:megagram_per_hour,Mg/h,megagram per hour,mass per time,0.2777777778,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:megagram_per_julian-year,Mg/a,megagram per julian-year,mass per time,3.17E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:megagram_per_minute,Mg/min,megagram per minute,mass per time,16.66666667,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:million_pound-mass_per_julian-year,1E6 lbm/a,million pound-mass per julian-year,mass per time,0.01437347485,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:pound-mass_per_day,lbm/d,pound-mass per day,mass per time,5.25E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:pound-mass_per_hour,lbm/h,pound-mass per hour,mass per time,0.0001259978806,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:pound-mass_per_minute,lbm/min,pound-mass per minute,mass per time,0.007559872833,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:pound-mass_per_second,lbm/s,pound-mass per second,mass per time,0.45359237,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:tonne_per_day,t/d,tonne per day,mass per time,0.01157407407,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:tonne_per_hour,t/h,tonne per hour,mass per time,0.2777777778,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:tonne_per_julian-year,t/a,tonne per julian-year,mass per time,3.17E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_time:tonne_per_minute,t/min,tonne per minute,mass per time,16.66666667,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:grain_per_us_gallon,grain/gal[US],grain per US gallon,mass per volume,0.01711806105,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:grain_per_cubic_foot,grain/ft3,grain per cubic foot,mass per volume,0.002288351911,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:grain_per_hundred_cubic_foot,0.01 grain/ft3,grain per hundred cubic foot,mass per volume,2.29E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:gram_per_uk_gallon,g/gal[UK],gram per UK gallon,mass per volume,0.2199692483,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:gram_per_us_gallon,g/gal[US],gram per US gallon,mass per volume,0.2641720524,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:gram_per_cubic_centimetre,g/cm3,gram per cubic centimetre,mass per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:gram_per_cubic_decimetre,g/dm3,gram per cubic decimetre,mass per volume,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:gram_per_cubic_metre,g/m3,gram per cubic metre,mass per volume,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:gram_per_litre,g/L,gram per litre,mass per volume,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:kilogram_per_cubic_decimetre,kg/dm3,kilogram per cubic decimetre,mass per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:kilogram_per_cubic_metre,kg/m3,kilogram per cubic metre,mass per volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:kilogram_per_litre,kg/L,kilogram per litre,mass per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:megagram_per_cubic_metre,Mg/m3,megagram per cubic metre,mass per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:microgram_per_cubic_centimetre,ug/cm3,microgram per cubic centimetre,mass per volume,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:milligram_per_us_gallon,mg/gal[US],milligram per US gallon,mass per volume,0.0002641720524,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:milligram_per_cubic_decimetre,mg/dm3,milligram per cubic decimetre,mass per volume,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:milligram_per_cubic_metre,mg/m3,milligram per cubic metre,mass per volume,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:milligram_per_litre,mg/L,milligram per litre,mass per volume,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_uk_gallon,lbm/gal[UK],pound-mass per UK gallon,mass per volume,99.77637266,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_us_gallon,lbm/gal[US],pound-mass per US gallon,mass per volume,119.8264273,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_barrel,lbm/bbl,pound-mass per barrel,mass per volume,2.853010174,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_cubic_foot,lbm/ft3,pound-mass per cubic foot,mass per volume,16.01846337,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_cubic_inch,lbm/in3,pound-mass per cubic inch,mass per volume,27679.90471,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_ten_barrel,0.1 lbm/bbl,pound-mass per ten barrel,mass per volume,0.2853010174,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_thousand_uk_gallon,0.001 lbm/gal[UK],pound-mass per thousand UK gallon,mass per volume,0.09977637266,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_thousand_us_gallon,0.001 lbm/gal[US],pound-mass per thousand US gallon,mass per volume,0.1198264273,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:pound-mass_per_thousand_barrel,0.001 lbm/bbl,pound-mass per thousand barrel,mass per volume,0.002853010174,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:ten_thousand_kilogram_per_cubic_metre,10 Mg/m3,ten thousand kilogram per cubic metre,mass per volume,10000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mass_per_volume:tonne_per_cubic_metre,t/m3,tonne per cubic metre,mass per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:darcy_per_centipoise,D/cP,darcy per centipoise,mobility,9.87E-10,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:darcy_per_pascal_second,D/(Pa.s),darcy per pascal second,mobility,9.87E-13,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:millidarcy_per_centipoise,mD/cP,millidarcy per centipoise,mobility,9.87E-13,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:millidarcy_per_pascal_second,mD/(Pa.s),millidarcy per pascal second,mobility,9.87E-16,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:millidarcy_square_foot_per_pound-force_second,mD.ft2/(lbf.s),millidarcy square foot per pound-force second,mobility,2.06E-17,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:millidarcy_square_inch_per_pound-force_second,mD.in2/(lbf.s),millidarcy square inch per pound-force second,mobility,1.43E-19,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
mobility:teradarcy-api_per_pascal_second,TD[API]/(Pa.s),teradarcy-API per pascal second,mobility,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_energy:btu_per_pound-mass-mole,Btu[IT]/lbmol,BTU per pound-mass-mole,molar energy,2.326,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_energy:joule_per_gram-mole,J/mol,joule per gram-mole,molar energy,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_energy:kilojoule_per_kilogram-mole,kJ/kmol,kilojoule per kilogram-mole,molar energy,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_energy:megajoule_per_kilogram-mole,MJ/kmol,megajoule per kilogram-mole,molar energy,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_energy:thousand_calorie_per_gram-mole,kcal[th]/mol,thousand calorie per gram-mole,molar energy,4184,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_heat_capacity:btu_per_pound-mass-mole_delta_fahrenheit,Btu[IT]/(lbmol.deltaF),BTU per pound-mass-mole delta Fahrenheit,molar heat capacity,4.1868,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_heat_capacity:calorie_per_gram-mole_delta_celsius,cal[th]/(mol.deltaC),calorie per gram-mole delta Celsius,molar heat capacity,4.184,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_heat_capacity:joule_per_gram-mole_delta_kelvin,J/(mol.deltaK),joule per gram-mole delta kelvin,molar heat capacity,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_heat_capacity:kilojoule_per_kilogram-mole_delta_kelvin,kJ/(kmol.deltaK),kilojoule per kilogram-mole delta kelvin,molar heat capacity,1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_volume:cubic_decimetre_per_kilogram-mole,dm3/kmol,cubic decimetre per kilogram-mole,molar volume,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_volume:cubic_foot_per_pound-mass-mole,ft3/lbmol,cubic foot per pound-mass-mole,molar volume,6.24E-05,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_volume:cubic_metre_per_gram-mole,m3/mol,cubic metre per gram-mole,molar volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_volume:cubic_metre_per_kilogram-mole,m3/kmol,cubic metre per kilogram-mole,molar volume,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_volume:litre_per_gram-mole,L/mol,litre per gram-mole,molar volume,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molar_volume:litre_per_kilogram-mole,L/kmol,litre per kilogram-mole,molar volume,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molecular_weight:gram_per_mole,g/mol,gram per mole,molecular weight,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molecular_weight:kilogram_per_mole,kg/mol,kilogram per mole,molecular weight,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
molecular_weight:pound-mass_per_pound-mole,lbm/lbmol,pound-mass per pound-mole,molecular weight,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:us_ton-force_foot,tonf[US].ft,US ton-force foot,moment of force,2711.635897,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:us_ton-force_mile,tonf[US].mi,US ton-force mile,moment of force,14317437.53,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:decinewton_metre,dN.m,decinewton metre,moment of force,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:dekanewton_metre,daN.m,dekanewton metre,moment of force,10,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:foot_pound-force,lbf.ft,foot pound-force,moment of force,1.355817948,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:foot_poundal,pdl.ft,foot poundal,moment of force,0.04214011009,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:inch_pound-force,lbf.in,inch pound-force,moment of force,0.112984829,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:joule,J,joule,moment of force,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:kilonewton_metre,kN.m,kilonewton metre,moment of force,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
